player_name,Twitter,Instagram,Appearances,Goals,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Facebook,Gls,Ast,xG,xAG,PrgC,PrgP,Min,MP,Tkl,TklW,Int,Gls_per_90,Ast_per_90,position
Dylan Williams,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Willian,https://www.facebook.com/willianborges88/,https://twitter.com/willianborges88,31.0,4.0,11.0,13.0,0.0,0.0,18.0,0,0.0,17.0,9.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"1,059",34.16,6.0,75.0,0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,4.0,0.0,0.0,0.13,2.0,0.0,45.0,18.0,40%,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
Joe Willock,https://twitter.com/Joewillock,https://www.instagram.com/joewillock/,9.0,1.0,4.0,3.0,0.0,0.0,13.0,54%,0.0,1.0,1.0,1.0,1.0,0.0,26.0,24.0,28.0,7.0,1.0,1.0,0.0,0.0,0.0,153,17.0,0.0,6.0,17%,1.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.11,0.0,0.0,7.0,4.0,57%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Josh Wilson-Esbrand,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Yoane Wissa,https://www.instagram.com/yowissa/,0,34.0,12.0,8.0,17.0,0.0,0.0,28.0,57%,0.0,15.0,9.0,13.0,12.0,0.0,99.0,137.0,141.0,20.0,38.0,49.0,0.0,0.0,3.0,440,12.94,7.0,21.0,24%,3.0,12.0,7.0,0.0,38.0,20.0,0.0,8.0,4.0,2.0,0.35,0.0,0.0,67.0,26.0,39%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ST
Cauley Woodrow,0,0,24.0,1.0,3.0,15.0,0.0,0.0,16.0,0,0.0,5.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139,5.79,2.0,10.0,0,0.0,0.0,2.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.04,0.0,0.0,16.0,4.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Tom Wooster,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Joe Worrall,https://www.instagram.com/_worrall/,0,7.0,0.0,3.0,2.0,1.0,8.0,7.0,71%,0.0,0.0,3.0,31.0,16.0,0.0,18.0,21.0,16.0,0.0,12.0,10.0,0.0,0.0,0.0,161,23.0,0.0,0.0,0%,0.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
James Wright,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Granit Xhaka,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Yan Couto,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Yehor Yarmoliuk,0,0,27.0,0.0,9.0,13.0,0.0,0.0,17.0,65%,0.0,3.0,6.0,5.0,2.0,0.0,50.0,49.0,47.0,17.0,9.0,10.0,0.0,0.0,0.0,282,10.44,0.0,14.0,7%,0.0,9.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,45%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Ryan Yates,https://www.instagram.com/ryanyates97/,0,35.0,1.0,9.0,18.0,0.0,0.0,66.0,59%,0.0,11.0,21.0,39.0,11.0,0.0,110.0,168.0,119.0,4.0,43.0,38.0,0.0,0.0,1.0,817,23.34,2.0,6.0,17%,2.0,29.0,6.0,0.0,54.0,2.0,0.0,1.0,0.0,1.0,0.03,0.0,0.0,32.0,7.0,22%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Nathan Young-Coombes,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Youssef Chermiti,0,0,18.0,0.0,7.0,8.0,0.0,0.0,3.0,0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,3.22,2.0,0.0,0,0.0,0.0,3.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
Illia Zabarnyi,0,0,37.0,1.0,12.0,16.0,8.0,67.0,59.0,54%,1.0,2.0,33.0,138.0,61.0,0.0,153.0,167.0,115.0,9.0,77.0,61.0,0.0,1.0,0.0,"1,802",48.7,0.0,1.0,0%,2.0,131.0,5.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Denis Zakaria,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Nicolò Zaniolo,0,0,25.0,2.0,11.0,7.0,0.0,0.0,19.0,47%,0.0,10.0,1.0,11.0,8.0,0.0,36.0,60.0,112.0,13.0,7.0,14.0,0.0,0.0,0.0,208,8.32,0.0,18.0,0%,0.0,3.0,7.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.08,0.0,0.0,27.0,10.0,37%,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Zanka,https://twitter.com/mzanka,https://www.instagram.com/mzanka/,14.0,1.0,1.0,8.0,2.0,24.0,17.0,71%,0.0,2.0,12.0,38.0,22.0,1.0,67.0,52.0,44.0,3.0,27.0,23.0,0.0,0.0,0.0,521,37.21,2.0,8.0,13%,1.0,26.0,4.0,0.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Anass Zaroury,0,0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,9.83,0.0,11.0,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Jordan Zemura,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Andi Zeqiri,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Zidane Iqbal,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Oleksandr Zinchenko,https://www.instagram.com/zinchenko_96/?hl=en,0,27.0,1.0,19.0,4.0,3.0,15.0,50.0,60%,0.0,10.0,20.0,22.0,10.0,1.0,104.0,93.0,60.0,7.0,27.0,16.0,0.0,1.0,2.0,"1,411",52.26,5.0,30.0,17%,11.0,53.0,2.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Hakim Ziyech,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Kurt Zouma,https://www.facebook.com/KurtZouma/,https://twitter.com/KurtZouma,33.0,3.0,13.0,13.0,3.0,63.0,23.0,74%,1.0,4.0,29.0,158.0,73.0,0.0,95.0,89.0,76.0,2.0,58.0,43.0,0.0,0.0,0.0,"1,143",34.64,0.0,0.0,0%,1.0,69.0,3.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Oliwier Zych,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Martin Ødegaard,https://www.instagram.com/odegaard.98/,0,35.0,8.0,26.0,4.0,0.0,0.0,49.0,35%,0.0,30.0,15.0,5.0,3.0,0.0,158.0,125.0,176.0,37.0,3.0,9.0,0.0,0.0,10.0,"1,900",54.29,17.0,77.0,39%,39.0,45.0,2.0,0.0,30.0,3.0,0.0,0.0,8.0,0.0,0.23,2.0,0.0,77.0,23.0,30%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Jean-Ricner Bellegarde,0,0,22.0,2.0,8.0,11.0,0.0,0.0,17.0,59%,0.0,5.0,8.0,13.0,6.0,0.0,41.0,66.0,78.0,17.0,8.0,27.0,0.0,0.0,1.0,281,12.77,1.0,30.0,10%,1.0,5.0,0.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,0.09,0.0,0.0,15.0,5.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Anis Ben Slimane,0,0,15.0,0.0,1.0,12.0,0.0,0.0,11.0,55%,0.0,2.0,5.0,7.0,3.0,0.0,35.0,26.0,56.0,2.0,7.0,18.0,0.0,0.0,0.0,136,9.07,0.0,0.0,0%,1.0,2.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,38%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Steven Benda,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Rhys Bennett,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Saïd Benrahma,0,0,13.0,0.0,6.0,4.0,0.0,0.0,8.0,0,0.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238,18.31,2.0,17.0,0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,32%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Rodrigo Bentancur,https://www.instagram.com/rodrigo_bentancur/,0,23.0,1.0,10.0,10.0,0.0,0.0,23.0,65%,0.0,5.0,17.0,16.0,9.0,0.0,54.0,65.0,83.0,11.0,14.0,22.0,0.0,0.0,1.0,787,34.22,0.0,9.0,11%,4.0,20.0,7.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,18.0,5.0,28%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Dan Bentley,0,0,5.0,0.0,1.0,4.0,1.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,27.0,0.0,0,0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,9.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Sander Berge,0,0,37.0,1.0,5.0,24.0,0.0,0.0,76.0,61%,0.0,8.0,23.0,58.0,37.0,0.0,202.0,179.0,150.0,20.0,65.0,49.0,0.0,2.0,2.0,"1,547",41.81,5.0,12.0,8%,7.0,83.0,8.0,1.0,40.0,2.0,0.0,1.0,0.0,1.0,0.03,0.0,0.0,25.0,3.0,12%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Lucas Bergström,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Bernardo Silva,https://www.facebook.com/BernardoSilvaOficial/,https://twitter.com/BernardoCSilva?s=20,33.0,6.0,24.0,2.0,0.0,0.0,51.0,45%,0.0,8.0,17.0,12.0,3.0,0.0,102.0,117.0,118.0,38.0,2.0,9.0,0.0,0.0,9.0,"1,824",55.27,13.0,83.0,20%,2.0,59.0,8.0,0.0,22.0,3.0,0.0,1.0,5.0,1.0,0.18,0.0,0.0,34.0,15.0,44%,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Luke Berry,0,0,17.0,2.0,2.0,11.0,0.0,0.0,7.0,29%,0.0,2.0,0.0,1.0,1.0,0.0,8.0,23.0,19.0,2.0,7.0,8.0,0.0,0.0,1.0,88,5.18,0.0,8.0,13%,0.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.12,0.0,0.0,8.0,4.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Beto,0,0,30.0,3.0,9.0,12.0,0.0,0.0,14.0,0,0.0,4.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,5.8,3.0,5.0,0,0.0,0.0,2.0,0.0,21.0,10.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,43.0,13.0,30%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
Jordan Beyer,0,0,15.0,0.0,3.0,10.0,2.0,23.0,35.0,57%,1.0,3.0,16.0,68.0,39.0,0.0,57.0,73.0,50.0,4.0,29.0,26.0,0.0,1.0,1.0,855,57.0,1.0,0.0,0%,1.0,47.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Giulian Biancone,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Mads Bidstrup,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Mika Biereth,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Nathan Bishop,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Yves Bissouma,https://www.facebook.com/YvesBissoumaOfficiel/,https://twitter.com/yves_bissouma?lang=en,28.0,0.0,15.0,9.0,0.0,0.0,80.0,65%,0.0,6.0,37.0,42.0,33.0,0.0,128.0,152.0,111.0,27.0,14.0,15.0,0.0,1.0,0.0,"1,834",65.5,0.0,1.0,0%,3.0,42.0,9.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,21%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Billy Blacker,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Malachi Boateng,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Oscar Bobb,0,0,14.0,1.0,12.0,2.0,0.0,0.0,7.0,43%,0.0,1.0,5.0,1.0,0.0,0.0,17.0,22.0,17.0,11.0,1.0,2.0,0.0,0.0,1.0,168,12.0,2.0,5.0,60%,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,4.0,2.0,50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
Jayden Bogle,0,0,34.0,3.0,3.0,25.0,1.0,79.0,66.0,55%,1.0,10.0,32.0,86.0,49.0,0.0,139.0,163.0,154.0,25.0,50.0,28.0,1.0,0.0,0.0,772,22.71,0.0,40.0,25%,1.0,34.0,9.0,0.0,38.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Bendegúz Bolla,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Willy-Arnaud Boly,0,0,20.0,2.0,5.0,10.0,2.0,23.0,46.0,63%,0.0,2.0,25.0,86.0,41.0,1.0,86.0,108.0,69.0,3.0,57.0,27.0,0.0,0.0,1.0,611,30.55,4.0,1.0,0%,1.0,31.0,1.0,1.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
